3b - Labour force participation rate for persons aged 15+  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Labour force participation rate for persons aged 15+  by sex,Southern Asia,356,India,2012,Both sexes,51.61,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Noncalendar year
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2008,Female,14.92,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2008,Male,68.85,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2008,Both sexes,42.02,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2005,Female,19.15,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2005,Male,73.82,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2005,Both sexes,46.65,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2007,Female,17.26,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2007,Male,71.22,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2007,Both sexes,44.37,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2009,Female,15.86,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2009,Male,69.71,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2009,Both sexes,42.87,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Female,15.31,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Male,68.79,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2010,Both sexes,42.09,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),1996,Female,10.64,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),1996,Male,74.76,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),1996,Both sexes,43.12,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2013,Female,12.4,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2013,Male,63,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2013,Both sexes,37.6,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2014,Female,13.07,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2014,Male,68.59,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2014,Both sexes,40.65,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2015,Female,14.44,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2015,Male,69.39,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2015,Both sexes,41.76,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2016,Female,16.29,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2016,Male,70.43,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,364,Iran (Islamic Republic of),2016,Both sexes,43.21,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding institutional population
Labour force participation rate for persons aged 15+  by sex,Southern Asia,462,Maldives,2000,Female,37.43,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Reference group coverage: Excluding first time job seekers
Labour force participation rate for persons aged 15+  by sex,Southern Asia,462,Maldives,2000,Male,71.73,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Reference group coverage: Excluding first time job seekers
Labour force participation rate for persons aged 15+  by sex,Southern Asia,462,Maldives,2000,Both sexes,54.8,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Reference group coverage: Excluding first time job seekers
Labour force participation rate for persons aged 15+  by sex,Southern Asia,462,Maldives,1995,Female,28.13,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Reference group coverage: Excluding first time job seekers
Labour force participation rate for persons aged 15+  by sex,Southern Asia,462,Maldives,1995,Male,74.02,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Reference group coverage: Excluding first time job seekers
Labour force participation rate for persons aged 15+  by sex,Southern Asia,462,Maldives,1995,Both sexes,51.31,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average | Reference group coverage: Excluding first time job seekers
Labour force participation rate for persons aged 15+  by sex,Southern Asia,462,Maldives,2014,Female,46.77,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Labour force participation rate for persons aged 15+  by sex,Southern Asia,462,Maldives,2014,Male,78.47,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Labour force participation rate for persons aged 15+  by sex,Southern Asia,462,Maldives,2014,Both sexes,62.77,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September
Labour force participation rate for persons aged 15+  by sex,Southern Asia,462,Maldives,2016,Female,42.19,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Southern Asia,462,Maldives,2016,Male,75.12,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Southern Asia,462,Maldives,2016,Both sexes,57.62,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Southern Asia,524,Nepal,1999,Female,81.88,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Southern Asia,524,Nepal,1999,Male,90.15,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Southern Asia,524,Nepal,1999,Both sexes,85.85,-,-,Country data,National,0,0,0,0,0,-,Data reference period: Annual or annual average
Labour force participation rate for persons aged 15+  by sex,Southern Asia,524,Nepal,2003,Female,94,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Southern Asia,524,Nepal,2003,Male,91.8,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Southern Asia,524,Nepal,2003,Both sexes,93,-,-,Country data,National,0,0,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Southern Asia,524,Nepal,2008,Female,79.28,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Southern Asia,524,Nepal,2008,Male,87.07,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Southern Asia,524,Nepal,2008,Both sexes,82.85,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Labour force participation rate for persons aged 15+  by sex,Southern Asia,524,Nepal,1996,Female,66.5,-,-,Country data,National,0,0,0,0,0,-,0
